id,category_id,standard_id,relationship,scope,evidence_kind,confidence,source_refs,specification_commit,verified_at,implementation_claim
MAP-234,FIN-MGT.1,ERC-4626,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4626.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-235,FIN-MGT.1,ERC-7540,request_lifecycle,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7540.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-236,FIN-MGT.1,ERC-7575,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7575.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-237,FIN-MGT.2,ERC-4626,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4626.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-238,FIN-MGT.2,ERC-7540,request_lifecycle,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7540.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-239,FIN-MGT.2,ERC-7575,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7575.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-240,FIN-MGT.2,ERC-3643,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3643.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-241,FIN-MGT.2,ERC-7943,authorization,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7943.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-242,FIN-MGT.3,ERC-4626,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-4626.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-243,FIN-MGT.3,ERC-721,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-721.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-244,FIN-SEC.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-245,FIN-SEC.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-246,FIN-SEC.2,ERC-721,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-721.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-247,FIN-SEC.3,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-248,FIN-RSK.1,ERC-721,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-721.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-249,FIN-RSK.1,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-250,FIN-RSK.2,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-251,FIN-RSK.2,ERC-3525,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-3525.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-252,FIN-RSK.2,ERC-7575,accounting_interface,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-7575.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
MAP-253,FIN-RSK.3,ERC-20,position_representation,Specific category capability candidate; verify instance relation independently,recommendation,medium,"[""https://github.com/ethereum/ERCs/blob/f4c23717b6a6fc48436bb6778dcecce29cc5345c/ERCS/erc-20.md"", ""CATEGORIES.md""]",f4c23717b6a6fc48436bb6778dcecce29cc5345c,2026-09-09,False
